datetime,location_id,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,dew_point_2m,apparent_temperature,wet_bulb_temperature_2m
2026-08-29 20:18:51.610000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:18:52.211000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:18:53.386000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:18:53.929000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:18:54.490000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:18:56.220000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:18:57.366000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:18:57.912000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:18:58.513000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:18:59.663000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:19:00.237000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:19:00.797000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:19:02.640000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:19:03.729000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:19:04.332000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:19:05.440000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:19:06.035000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:19:06.649000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:21:09.230000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:21:41.125000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:21:41.789000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:21:42.341000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:21:42.948000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:21:43.563000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:21:44.165000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:21:44.754000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:21:45.394000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:22:00.302000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:22:00.914000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:22:27.531000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:33:49.362000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:33:49.913000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:33:50.481000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:33:51+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:33:51.831000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:33:52.401000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:33:52.967000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:35:12.616000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:42:44.333000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:42:44.872000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:42:45.406000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:42:46.013000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:42:46.602000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:42:47.137000+00:00,AHM_01,43.5,38.0,2.5,850.0,,,
2026-08-29 20:42:44.333000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:42:44.872000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:42:45.406000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:42:46.013000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:42:46.602000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:42:47.137000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:42:47.787000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:43:54.024000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:44:16.933000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:45:09.472000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:45:12.264000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:46:52.113000+00:00,BBU_01,25.9,96.0,12.7,0.0,,,
2026-08-29 20:50:24.441000+00:00,BBU_01,25.9,96.0,12.7,0.0,,,
2026-08-29 20:50:24.768000+00:00,BBU_01,25.9,96.0,12.7,0.0,,,
2026-08-29 21:00:15.285000+00:00,BBU_01,25.8,96.0,13.1,0.0,,,
2026-08-29 21:00:22.017000+00:00,BBU_01,25.8,96.0,13.1,0.0,,,
2026-08-29 21:04:19.907000+00:00,BBU_01,25.8,96.0,13.1,0.0,,,
2026-08-29 21:08:13.636000+00:00,BBU_01,25.8,96.0,13.1,0.0,,,
2026-08-29 21:15:02.404000+00:00,BBU_01,25.8,96.0,13.0,0.0,,,
2026-08-29 21:15:10.081000+00:00,BBU_01,25.8,96.0,13.0,0.0,,,
2026-08-29 21:15:17.031000+00:00,BBU_01,25.8,96.0,13.0,0.0,,,
2026-08-29 21:22:06.789000+00:00,BBU_01,25.8,96.0,13.0,0.0,,,
2026-08-29 21:27:59.227000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 21:30:54.655000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 21:34:03.203000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 21:35:31.188000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 21:36:38.373000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 21:36:49.709000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-30 07:32:03.163000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-30 07:33:21.382000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-09-06 07:56:54.349000+00:00,BBU_01,39.0,68.0,2.8,790.0,,,
2026-08-29 20:12:58.169000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:13:40.599000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:13:42.616000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:15:15.389000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:15:15.982000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:15:16.605000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:15:17.130000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:15:17.688000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:15:18.933000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:15:19.457000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:15:20.079000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:15:20.664000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:25.701000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:26.274000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:26.800000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:27.407000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:28.533000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:29.673000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:30.257000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:31.462000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:32.612000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:33.129000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:34.232000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:34.748000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:35.319000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:35.866000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:36.441000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:37.031000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:37.566000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:38.103000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:39.135000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:39.689000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:40.297000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:40.870000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:41.446000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:42.043000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:42.566000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:43.096000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:43.675000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:44.265000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:46.581000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:47.674000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:48.280000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:49.574000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:50.739000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:51.024000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:51.500000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:52.030000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:52.555000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:53.112000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:53.679000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:54.273000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:54.841000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:55.444000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:17:56.004000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:32.212000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:35.784000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:36.318000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:36.853000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:37.463000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:38.639000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:39.179000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:40.897000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:41.505000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:42.048000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:42.624000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:43.209000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:43.742000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:44.278000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:44.821000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:45.410000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:47.185000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:48.329000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:49.421000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:49.945000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:51.063000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:51.610000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:52.211000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:53.386000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:53.929000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:54.490000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:56.220000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:57.366000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:57.912000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:58.513000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:18:59.663000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:19:00.237000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:19:00.797000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:19:02.640000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:19:03.729000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:19:04.332000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:19:05.440000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:19:06.035000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:19:06.649000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:21:09.230000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:21:41.125000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:21:41.789000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:21:42.341000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:21:42.948000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:21:43.563000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:21:44.165000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:21:44.754000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:21:45.394000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:22:00.302000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:22:00.914000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:22:27.531000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:33:49.362000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:33:49.913000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:33:50.481000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:33:51+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:33:51.831000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:33:52.401000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:33:52.967000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:35:12.616000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:42:44.333000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:42:44.872000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:42:45.406000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:42:46.013000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:42:46.602000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:42:47.137000+00:00,DEL_01,42.0,45.0,2.0,800.0,,,
2026-08-29 20:12:58.169000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:13:40.599000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:13:42.616000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:15:15.389000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:15:15.982000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:15:16.605000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:15:17.130000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:15:17.688000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:15:18.933000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:15:19.457000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:15:20.079000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:15:20.664000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:25.701000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:26.274000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:26.800000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:27.407000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:28.533000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:29.673000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:30.257000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:31.462000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:32.612000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:33.129000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:34.232000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:34.748000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:35.319000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:35.866000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:36.441000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:37.031000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:37.566000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:38.103000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:39.135000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:39.689000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:40.297000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:40.870000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:41.446000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:42.043000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
2026-08-29 20:17:42.566000+00:00,HYD_01,39.5,55.0,3.0,780.0,,,
